"link" "edicao" "autor" "paginas" "tipo_trabalho" "titulo"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Ana Silvia Volpi Scott" "659-664" "Resenha" "Pelos caminhos passados e futuros da Demografia Histórica"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Simone Wajnman" "1-6" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Nicolás Sacco, Gabriel Borges" "1-29" "Artigos originais" "Há convergência da fecundidade no Brasil e na Argentina? Um enfoque em desigualdades"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Raquel Zanatta Coutinho, Andre Braz Golgher" "1-28" "Artigos originais" "Modelando os determinantes próximos da fecundidade para o Brasil: o advento das preferências competitivas"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Angelita Alves de Carvalho, Laura Rodriguez Wong, Paula Miranda-Ribeiro" "1-20" "Artigos originais" "Alice no País das Maravilhas: fecundidade não realizada e satisfação com o número de filhos tidos de acordo com o ponto de vista dos casais em uma cidade do Brasil"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "José Alberto Magno de Carvalho, Guilherme Quaresma Gonçalves, Luciano Gonçalves de Castro e Silva" "1-26" "Artigos originais" "Aplicação da técnica P/F de Brass em um contexto de rápida queda da fecundidade adolescente"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Felipe dos Santos Martins, Danielle Carusi Machado" "1-24" "Artigos originais" "Uma análise da escolha do curso superior no Brasil"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Julia Sbroglio Rizzotto, Marco Tulio Aniceto França, Gustavo Saraiva Frio" "1-27" "Artigos originais" "Os arranjos familiares importam no momento de decidir em qual rede de ensino matricular os filhos?"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Ana Luiza Neves de Holanda Barbosa" "1-28" "Artigos originais" "Tendências na alocação do tempo no Brasil: trabalho e lazer"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Sarah Anne Reynolds" "1-29" "Artigos originais" "Sexo da criança e estrutura domiciliar no Brasil: viés dos pais e dos avós?"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Paulo de Martino Jannuzzi" "1-10" "Ponto de Vista" "A importância da informação estatística para as políticas sociais no Brasil: breve reflexão sobre a experiência do passado para considerar no presente"
"https://rebep.org.br/revista/issue/view/69" "v. 35 n. 1 (2018)" "Reinaldo Onofre Santos, Guilherme Quaresma Gonçalves" "1-13" "Notas de pesquisa" "Métodos para estimação da subenumeração do grupo etário de 0 a 4 anos no Censo Demográfico brasileiro de 2000"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Simone Wajnman" "1-4" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Luiz Antonio de Castro Santos, Lina Faria, Rafael Andrés Patiño" "1-15" "Artigos originais" "O envelhecer e a morte: leituras contemporâneas de psicologia social"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Emerson Augusto Baptista, Bernardo Lanza Queiroz, José Irineu Rangel Rigotti" "1-20" "Artigos originais" "Decomposição das taxas de mortalidade por doenças cardiovasculares na população adulta: um estudo para as microrregiões brasileiras entre 1996 e 2015"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Lucas Campos Amaro, Luís Eduardo Afonso" "1-29" "Artigos originais" "Quais são os efeitos do envelhecimento populacional nos sistemas previdenciários de Brasil, Espanha e França?"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Carola Leticia Bertone, Víctor Eduardo Torres, Marcos Javier Andrada" "1-18" "Artigos originais" "Mortalidade relacionada ao consumo de álcool e seu impacto na expectativa de vida da população do noroeste argentino, 2011"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Luiza Veloso Dutra, Dayane de Castro Morais, Ricardo Henrique Silva Santos, Sylvia do Carmo Castro Franceschini, Silvia Eloiza Priore" "1-17" "Artigos originais" "Comparação dos diferentes métodos de avaliação da segurança alimentar e nutricional domiciliar na zona rural de uma cidade brasileira"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Samara Lauar Santos, Cássio Turra, Kenya Noronha" "1-30" "Artigos originais" "Envelhecimento populacional e gastos com saúde: uma análise das transferências intergeracionais e intrageracionais na saúde suplementar brasileira"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Matheus Alves Albino, Renato Leite Marcondes" "1-20" "Artigos originais" "Diferenciais de mortalidade em um hospital filantrópico: a Santa Casa de Misericórdia de Campinas (1876-1885)"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Bernardo Lanza Queiroz, Nicolas Sacco" "1-8" "Ponto de Vista" "¿Es relevante incorporar la medición de la mortalidad en los censos de América Latina y el Caribe?"
"https://rebep.org.br/revista/issue/view/70" "v. 35 n. 2 (2018)" "Bráulio Figueiredo Alves Silva, Bernardo Lanza Queiroz, Frederico Couto Marinho, Fabiano Neves Alves Pereira, Pedro Cisalpino" "1-9" "Notas de pesquisa" "Violência urbana e política pública de prevenção: avaliação do Programa Fica Vivo! no estado de Minas Gerais, Brasil"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Gilvan Guedes" "1-5" "Editorial" "Nota Editorial"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Svetlana Ruseishvili" "1-20" "Artigos originais" "Perfil sociodemográfico e distribuição territorial dos russos em São Paulo: deslocados de guerra da Europa e refugiados da China após a Segunda Guerra Mundial"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Vanessa Gapriotti Nadalin, Bernardo Alves Furtado, Matheus Rabetti" "1-24" "Artigos originais" "Concentração intraurbana de população e empregos: os centros antigos das cidades brasileiras perderam primazia?"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Rafael Mesquita Pereira, Maria Cristina Galvão, Henrique dos Santos Maxir" "1-23" "Artigos originais" "Determinantes do emprego secundário e informalidade: evidências adicionais para o mercado de trabalho brasileiro"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Jeronimo Oliveira Muniz" "1-36" "Artigos originais" "Análise e previsão demográfica utilizando-se matrizes de crescimento e distribuição populacional intermunicipal"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Daniela Mía Campos Ugaz" "1-24" "Artigos originais" "Capital social e assimilação ocupacional de migrantes internos no Peru"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "José Alberto Magno de Carvalho, Járvis Campos, José Irineu Rangel Rigotti, Breno Aloísio Torres Duarte de Pinho" "1-26" "Artigos originais" "Migrações internacionais no Brasil no período 2005-2010, com ênfase nos efeitos diretos e indiretos da imigração de retorno dos brasileiros"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Renata Maciel Ribeiro, Silvana Amaral, Antônio Miguel Vieira Monteiro, Ana Paula Dal'Asta" "1-30" "Artigos originais" "Os processos de urbanização e conversão florestal na Amazônia paraense – um estudo multiescalar"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Maria Izilda Santos Matos, Oswaldo Truzzi, Carla Fernandes Conceição" "1-25" "Artigos de revisão" "Mulheres imigrantes: presença e ocultamento (interiores de São Paulo, 1880-1930)"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Claudio Santiago Dias Jr, Ana Paula Verona" "1-9" "Nota técnica" "Os indígenas nos censos demográficos brasileiros pré-1991"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Marden Campos" "1-12" "Ponto de Vista" "Vale a pena manter as perguntas sobre ex-moradores residindo no exterior nos censos demográficos?"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Marco Aurélio Machado de Oliveira" "1-5" "Resenha" "Novos elementos teórico-metodológicos para os estudos migratórios em fronteira"
"https://rebep.org.br/revista/issue/view/71" "v. 35 n. 3 (2018): Revista" "Sérgio Odilon Nadalin" "1-14" "Notas de pesquisa" "Rumo à América: passageiros da rota Hamburgo–São Francisco do Sul na segunda metade dos Oitocentos"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Paula Miranda-Ribeiro" "1-7" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Gilvan Teles Barroso Junior, Ana Carolina Soares Bertho, Alinne de Carvalho Veiga" "1-22" "Artigos originais" "A letalidade dos acidentes de trânsito nas rodovias federais brasileiras"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "George Martine, Jose Eustaquio Alves" "1-30" "Artigos originais" "Desordem na governança global e o caos nas mudanças climáticas"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Helena Nobre de Oliveira, César Augusto Marques da Silva, Antonio Tadeu Ribeiro de Oliveira" "1-31" "Artigos originais" "Imigração internacional: uma alternativa para os impactos das mudanças demográficas no Brasil?"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Camila Fernanda Bassetto" "1-18" "Artigos originais" "Background familiar e desempenho escolar: uma abordagem com variáveis binárias a partir dos resultados do Saresp"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Cristina Donza Cancela" "1-22" "Artigos originais" "O fluxo imigratório do distrito do Porto para o estado do Pará: borracha, conflitos, epidemias e gênero (1834-1930)"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Adriana Miranda-Ribeiro, Ricardo Alexandrino Garcia, Tereza Cristina de Azevedo Bernardes Faria" "1-18" "Artigos originais" "Baixa fecundidade e adiamento do primeiro filho no Brasil"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Leonardo Souza Silveira, Maria Carolina Tomas" "1-22" "Artigos originais" "Fluidez racial na Região Metropolitana de Belo Horizonte: características individuais e contexto local na construção da raça"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Graciele Pereira Guedes, Elisa Monçores" "1-24" "Artigos originais" "Empregadas domésticas e cuidadoras profissionais: compartilhando as fronteiras da precariedade"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Caroline Carvalho, Guilherme Irffi" "1-23" "Artigos originais" "Análise da secularização no Brasil"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Janaína Guiginski, Simone Wajnman" "1-26" "Artigos originais" "A penalidade pela maternidade: participação e qualidade da inserção no mercado de trabalho das mulheres com filhos"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Oswaldo Truzzi" "1-27" "Artigos originais" "Sírios e libaneses no oeste paulista – décadas de 1880 a 1950"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Claudia Ayer Noronha, Elaine Vilela, Marden Campos" "1-25" "Artigos originais" "“Quem leva a pior?” Nordestinos e bolivianos no mercado de trabalho paulista"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Rodrigo Coelho de Carvalho, Elin Charles-Edwards" "1-19" "Artigos originais" "Os fluxos migratórios entre os níveis da hierarquia urbana brasileira no período 1980-2010"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Maria Silvia Beozzo Bassanezi, Maisa Faleiros Cunha" "1-29" "Artigos originais" "Um espaço, dois momentos epidêmicos: surtos de febre amarela (1896-1897) e de gripe (1918-1919) em Campinas, estado de São Paulo"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Ernesto Friedrich de Lima Amaral, Camilo Vladimir de Lima Amaral" "1-31" "Artigos originais" "Estruturas invisíveis de segregação na Região Metropolitana de Goiânia"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Larissa Giardini Simões, Ana Maria Hermeto" "1-25" "Artigos originais" "Padrões recentes de inserção e mobilidade no trabalho doméstico no Brasil metropolitano: descontinuidades e persistências"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Pamila Cristina Lima Siviero, Larissa  Gonçalves de Souza, Carla  Jorge Machado" "1-23" "Artigos originais" "Diferenciais de mortalidade por sexo no município de São Paulo em 2005 e 2016: contribuição dos grupos etários e das principais causas de óbito"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Ricardo Neupert, Rogelio Eduardo Fernandez Menjivar, Rogelio Eduardo Fernandez Castilla" "1-37" "Artigos originais" "Estimação indireta da mortalidade infantil em pequenas áreas"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Reinaldo Onofre Santos, Alisson Flávio Barbieri" "1-25" "Artigos originais" "Funções modelo de migração: limites e aplicações"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Andrea Fernand Jubithana, Bernardo Lanza Queiroz" "1-20" "Artigos originais" "Qualidade dos registros de óbitos e estimativas de mortalidade adulta no Suriname e regiões"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Suzana Cavenaghi, José Eustáquio Diniz Alves" "1-29" "Artigos originais" "O mix contraceptivo eternamente obsoleto no Brasil e seu legado."
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Monica Viegas Andrade, Kenya Noronha, Cláudia  Di Lorenzo Oliveira, Clareci Silva Cardoso, Júlia Almeida Calazans, Nayara Abreu Julião, Aline de Souza, Patrícia  Aguiar Tavares" "1-21" "Artigos originais" "Análise da linha de cuidado para pacientes com diabetes mellitus e hipertensão arterial: a experiência de um município de pequeno porte no Brasil"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Guilherme Quaresma Gonçalves, José Alberto Magno de Carvalho, Laura Lídia  Rodríguez Wong, Cássio Maldonado Turra" "1-34" "Artigos originais" "A transição da fecundidade no Brasil ao longo do século XX – uma perspectiva regional"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Clauber Scherer, Pedro Vasconcelos Maia do Amaral, David Folch" "1-19" "Artigos originais" "Estudo comparativo das estruturas ocupacionais urbanas: Brasil e Estados Unidos"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Flavia Maria Galizoni, Eduardo Magalhães Ribeiro" "1-11" "Artigos de revisão" "Ouvindo silêncios: Daniel Hogan, o mundo rural e a natureza"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "José Eustáquio Diniz Alves" "1-13" "Nota técnica" "Os 25 anos da CIPD: Terra inabitável e o grito da juventude"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Andrea Branco Simão" "1-7" "Resenha" "Entre o ideal e o real: percepções e práticas acerca da divisão de atividades domésticas e de cuidados no Brasil"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Pamila Cristina Lima Siviero" "1-4" "Resenha" "Desafios enfrentados pelos regimes de previdência no Brasil: o papel das premissas atuariais nos RPPS municipais"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Flávia  Rodrigues de Castro, Carolina Moulin" "1-8" "Resenha" "Vidas em movimento: da consideração à ética da diferença"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Donald Sawyer" "1-8" "Ponto de Vista" "Palco e bastidores da Conferência Internacional sobre População e Desenvolvimento"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "George Martine" "1-7" "Ponto de Vista" "O Cairo pela metade"
"https://rebep.org.br/revista/issue/view/72" "v. 36 (2019): Revista" "Richarlls Martins" "1-9" "Ponto de Vista" "Do Cairo à Nairóbi: 25 anos da agenda de população e desenvolvimento no Brasil"
